Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
38.44,-78.87,14.25,Other,James Madison University,800 South Main Street,Harrisonburg,VA,22807,HARRISONBURG CITY
42.17,-121.81,14.25,Power Plants,Klamath Energy LLC,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath
32.98,-103.32,14.25,Power Plants,LCEC Generation,2023 Power Plant Lane,Lovington,NM,88260,LEA COUNTY
41.72,-81.28,14.25,Chemicals,LUBRIZOL CORPORATION,155 FREEDOM ROAD,PAINESVILLE,OH,44077,LAKE COUNTY
30.24,-91.10,14.25,"Chemicals,Industrial Gas Suppliers",MEXICHEM FLUOR INC.,4990B ICI ROAD,SAINT GABRIEL,LA,70776,IBERVILLE PARISH
47.54,-111.41,14.25,Other,Malteurop North America Inc,2800 Great Bear Avenue,Great Falls,MT,59404,CASCADE COUNTY
40.01,-75.05,14.25,Pulp and Paper,NEWMAN & CO,6101 TACONY STREET,PHILADELPHIA,PA,19135,PHILADELPHIA COUNTY
36.85,-120.64,14.25,Other,Olam West Coast Inc,47461 W. Nees Ave,Firebaugh,CA,93622,FRESNO COUNTY
43.71,-73.06,14.25,Other,Omya Inc. (Verpol),206 Omya West,Florence,VT,5701,RUTLAND COUNTY
29.27,-98.55,14.25,Other,TOYOTA MOTOR MANUFACTURING TEXAS INC,1 LONE STAR PASS,SAN ANTONIO,TX,78264,BEXAR COUNTY
35.57,-94.84,14.25,Minerals,US LIME COMPANY-ST. CLAIR,98054 S. 4610 Rd,MARBLE CITY,OK,74945,SEQUOYAH COUNTY
34.09,-117.51,14.25,Metals,VISTA METALS CORPORATION,13425 WHITTRAM AVE.,FONTANA,CA,92335,SAN BERNARDINO COUNTY
40.16,-75.46,14.25,Other,WYETH LLC/COLLEGEVILLE,500 Arcola Rd,Collgeveville,PA,19426,MONTGOMERY COUNTY
37.13,-79.26,14,Other,Abbott Nutrition - A Division of Abbott Laboratories,1518 MAIN STREET,ALTAVISTA,VA,24517,CAMPBELL COUNTY
44.56,-87.76,14,Other,Agropur Inc.,2915 County Road Ab,Luxemburg,WI,54217,BROWN COUNTY
39.17,-91.88,14,Other,Archer Daniels Midland,400 E. Holt St.,Mexico,MO,65265,AUDRAIN COUNTY
39.14,-94.62,14,Minerals,CERTAINTEED CORP.,103 FUNSTON ROAD,KANSAS CITY,KS,66115,WYANDOTTE COUNTY
40.63,-74.64,14,Other,"COE Bridgewater LLC c/o Thor Equities, LLC",1021 ROUTE 202-206,BRIDGEWATER,NJ,8807,SOMERSET COUNTY
37.09,-95.59,14,Power Plants,Coffeyville Municipal Light and Power Generating Facility No. 2,2601 N. 5th Industrial Street,Coffeyville,KS,67337,MONTGOMERY COUNTY
36.25,-119.65,14,Other,DEL MONTE FOODS PLANT NUMBER 24,10652 JACKSON AVE.,HANFORD,CA,93230,KINGS COUNTY
44.55,-122.92,14,Other,"ENTEK International, LLC",250 N. Hansard Avenue,Lebanon,OR,97355,LINN COUNTY
39.84,-75.37,14,Chemicals,EVONIK CORPORATION,1200 W. FRONT ST.,CHESTER,PA,19013,DELAWARE COUNTY
35.75,-86.95,14,Other,General Motors Spring Hill Manufacturing,100 Saturn Parkway,Spring Hill,TN,37174,MAURY COUNTY
38.18,-85.65,14,"Import and Export of Equipment Containing Fluorintaed GHGs,Other","Haier US Appliance Solutions, Inc.",4000 Buechel Bank Road,Louisville,KY,40225,JEFFERSON COUNTY
32.29,-83.47,14,Minerals,Hollingsworth & Vose,106 Industrial Blvd,Hawkinsville,GA,31036,PULASKI COUNTY
33.60,-101.84,14,Power Plants,J Robert Massengale Generating Station,402 Massengale Drive,LUBBOCK,TX,79401,Lubbock
44.69,-85.20,14,Power Plants,Kalkaska Ct Project #1,1750 PROUGH ROAD SW,KALKASKA,MI,49646,Kalkaska
36.16,-86.77,14,Power Plants,Metro Nashville District Energy System,90 Peabody Street,Nashville,TN,37210,DAVIDSON COUNTY
42.56,-71.85,14,Pulp and Paper,NEWARK AMERICA,100 NEWARK WAY,FITCHBURG,MA,1420,WORCESTER COUNTY
35.71,-78.84,14,Minerals,"Potters Industries LLC. - Apex, NC",820 Lufkin Road,Apex,NC,27539,WAKE COUNTY
36.02,-83.21,14,Pulp and Paper,SONOCO - NEWPORT,766 INDUSTRIAL ROAD,NEWPORT,TN,37821,COCKE COUNTY
68.84,-148.83,14,Other,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,,PRUDHOE BAY,AK,99734,NORTH SLOPE BOROUGH
41.40,-73.97,14,Other,US MILITARY ACADEMY AT WEST POINT,667A Ruger Road,WEST POINT,NY,10996,ORANGE COUNTY
32.33,-90.17,14,Other,University of Mississippi Medical Center,2500 North State Street,Jackson,MS,39216,HINDS COUNTY
35.04,-80.08,14,Other,"Valley Proteins, Inc. - Wadesboro",656 Little Duncan Rd.,Wadesboro,NC,28170,ANSON COUNTY
39.14,-121.64,14,Power Plants,Yuba City Cogeneration,873 N. Walton Ave,Yuba City,CA,95993,SUTTER COUNTY
35.66,-79.18,13.75,Minerals,3M Pittsboro,4191 Hwy 87 South,Moncure,NC,27559,
44.27,-88.39,13.75,Pulp and Paper,APPVION - APPLETON PLT,825 E WISCONSIN AVE,APPLETON,WI,54911,OUTAGAMIE COUNTY
40.85,-73.84,13.75,Other,"Albert Einstein College of Medicine, Inc.",1300 Morris Park Ave,Bronx,NY,10461,BRONX COUNTY
35.38,-86.04,13.75,Other,Arnold Engineering Development Center,"100 Kindel Drive, Suite B-327",Arnold AFB,TN,37389,COFFEE COUNTY
42.37,-71.09,13.75,Chemicals,BIOGEN INC,225 Binney Street,CAMBRIDGE,MA,2142,MIDDLESEX COUNTY
31.76,-106.38,13.75,Power Plants,Copper Station,651 HAWKINS BLVD,EL PASO,TX,79915,El Paso
39.68,-75.72,13.75,Chemicals,"DuPont Nutrition USA, Inc",1301 OGLETOWN ROAD,NEWARK,DE,19711,NEW CASTLE COUNTY
40.09,-76.38,13.75,Other,KELLOGG LANCASTER CEREAL PLT,2050 STATE RD,LANCASTER,PA,17601,LANCASTER COUNTY
34.06,-118.24,13.75,Power Plants,L A CO CENTRAL HEATING PLANT,301 N. BROADWAY,LOS ANGELES,CA,90012,LOS ANGELES COUNTY
33.11,-92.67,13.75,Chemicals,LANXESS Corporation - South Plant,324 SOUTHFIELD CUTOFF,EL DORADO,AR,71730,UNION COUNTY
33.94,-118.40,13.75,Other,Los Angeles International Airport (LAX),275 Center Way,Los Angeles,CA,90045,LOS ANGELES COUNTY
39.45,-84.48,13.75,Other,MOLSON COORS USA LLC - TRENTON BREWERY,2525 WAYNE MADISON ROAD,TRENTON,OH,45067,BUTLER COUNTY
41.49,-72.10,13.75,Other,Mohegan Tribe of Indians of Connecticut,13 Crow Hill Road,Uncasville,CT,6382,NEW LONDON COUNTY
33.55,-81.66,13.75,Minerals,Owens Corning,2648 Wagener Road,Aiken,SC,29801,AIKEN COUNTY
38.06,-78.88,13.75,Other,THE LYCRA COMPANY LLC,400 DU PONT BOULEVARD,WAYNESBORO,VA,22980,WAYNESBORO CITY
38.69,-77.13,13.75,Other,US ARMY - FORT BELVOIR,9820 FLAGLER ROAD,FORT BELVOIR,VA,22060,FAIRFAX COUNTY
44.47,-73.19,13.75,Other,University of Vermont and State Agricultural College,284 East Avenue,Burlington,VT,5405,CHITTENDEN COUNTY
40.69,-74.19,13.5,Other,"ANHEUSER-BUSCH, INC. NEWARK BREWERY",200 US HIGHWAY ONE,NEWARK,NJ,7114,ESSEX COUNTY
39.53,-86.38,13.5,Other,Arcosa Lightweight Indiana,6618 N Tidewater Rd,Mooresville,IN,46158,MORGAN COUNTY
38.36,-82.59,13.5,Other,BRASKEM AMERICA NEAL PLANT,200 BIG SANDY RIVER ROAD,KENOVA,WV,25530,WAYNE COUNTY
38.20,-85.87,13.5,Other,Bakelite Synthetics,6200 Campground Road,Louisville,KY,40216,JEFFERSON COUNTY
41.22,-96.54,13.5,Other,Darling Ingredients Inc. - Wahoo,1547 County Road 13,Wahoo,NE,68066,SAUNDERS COUNTY
30.48,-86.49,13.5,Other,Eglin AFB,700 Range Road,Eglin AFB,FL,32542,OKALOOSA COUNTY
33.60,-85.93,13.5,Minerals,Gold Bond - ANN Plant,4811 US Highway 78 West,Oxford,AL,36203,CALHOUN COUNTY
42.10,-76.05,13.5,Other,HURON REAL ESTATE ASSOCIATES,1701 NORTH ST,ENDICOTT,NY,13760,BROOME COUNTY
36.07,-119.57,13.5,Other,J.G. Boswell Tomato Company Kings LLC,27905 DAIRY AVE,CORCORAN,CA,93212,KINGS COUNTY
38.96,-90.97,13.5,Metals,MOST INC,50 CHERRY BLOSSOM WAY,TROY,MO,63379,LINCOLN COUNTY
37.38,-122.02,13.5,Other,Northrop Grumman Marine Systems,"401 East Hendy Avenue, MS 16-1",Sunnyvale,CA,94088,SANTA CLARA COUNTY
32.45,-87.96,13.5,Other,Two Rivers Lumber Co LLC,970 Industrial Park Rd,Demopolis,AL,36732,MARENGO COUNTY
37.62,-122.38,13.5,Other,"United Airlines, Inc.",800 S. Airport Blvd - SFOMP/Bldg 49,SAN FRANCISCO,CA,94128,SAN FRANCISCO COUNTY
36.98,-122.05,13.5,Other,University of California Santa Cruz,1156 High street,SANTA CRUZ,CA,95064,SANTA CRUZ COUNTY
43.23,-77.41,13.5,Other,Xerox Corporation,800 Phillips Road,Webster,NY,14580,MONROE COUNTY
31.67,-99.00,13.25,Minerals,3M BROWNWOOD,4501 HIGHWAY 377 SOUTH,BROWNWOOD,TX,76801,BROWN COUNTY
35.65,-91.24,13.25,Metals,ARKANSAS STEEL ASSOCIATES,2803 VAN DYKE ROAD,NEWPORT,AR,72112,JACKSON COUNTY
30.97,-88.02,13.25,Chemicals,"Akzo Nobel Functional Chemicals, LLC",13440 Highway 43 North,Axis,AL,36505,MOBILE COUNTY
39.13,-84.86,13.25,Minerals,Anchor Glass Container. - Plant 42,200 W BELLEVIEW,LAWRENCEBURG,IN,47025,DEARBORN COUNTY
32.34,-93.62,13.25,Metals,BENTELER Steel Tube Manufacturing Corp,#1 Benteler Dr,Shreveport,LA,71115,CADDO PARISH
39.43,-75.02,13.25,Power Plants,Clayville,4087 S. Lincoln Ave.,Vineland,NJ,8361,CUMBERLAND COUNTY
45.46,-91.09,13.25,Pulp and Paper,"Dunn Paper - Ladysmith, LLC",1215 E WORDEN AVE,LADYSMITH,WI,54848,RUSK COUNTY
42.58,-83.05,13.25,Other,FORD MOTOR COMPANY - FORD STERLING PLANT,39000 Mound Road,Sterling Heights,MI,48310,MACOMB COUNTY
32.49,-83.61,13.25,Other,"FRITO-LAY, INC. - PERRY PLANT",1200 HIGHWAY 247 SOUTH,KATHLEEN,GA,31047,HOUSTON COUNTY
40.11,-87.54,13.25,Minerals,"Fiberteq, LLC",3650 Southgate Drive,Danville,IL,61834,VERMILION COUNTY
32.28,-86.32,13.25,"Import and Export of Equipment Containing Fluorintaed GHGs,Other","HYUNDAI MOTOR MANUFACTURING ALABAMA, LLC",700 HYUNDAI BOULEVARD,MONTGOMERY,AL,36105,MONTGOMERY COUNTY
44.58,-69.61,13.25,Pulp and Paper,"Huhtamaki, Inc.",242 College Avenue,Waterville,ME,4093,KENNEBEC COUNTY
36.51,-89.56,13.25,Metals,Magnitude 7 Metals LLC,391 St. Jude Industrial Park,Marston,MO,63866,NEW MADRID COUNTY
38.75,-77.51,13.25,Other,"Micron Technology, Inc.",9600 Godwin Drive,Manassas,VA,20110,MANASSAS CITY
35.66,-77.36,13.25,Chemicals,Patheon Manufacturing Services LLC,5900 NORTHWEST GREENVILLE BOULEVARD,GREENVILLE,NC,27834,PITT COUNTY
41.98,-91.67,13.25,Other,QUAKER MFG LLC,418 2ND STREET NORTHEAST,CEDAR RAPIDS,IA,52401,LINN COUNTY
43.57,-88.42,13.25,Pulp and Paper,"Quad/Graphics, Inc. - Lomira Facility",N11896 Hwy. 175,Lomira,WI,53048,DODGE COUNTY
39.51,-77.95,13.25,Pulp and Paper,"Quad/Graphics, Inc. - Martinsburg Facility",855 Caperton Blvd.,Martinsburg,WV,25403,BERKELEY COUNTY
32.82,-117.13,13.25,Other,SOLAR TURBINES INCORPORATED,4200 RUFFIN ROAD,SAN DIEGO,CA,92123,SAN DIEGO COUNTY
29.72,-95.19,13.25,Other,"Sekisui Specialty Chemicals America, LLC - Pasadena",1423 Pasadena Freeway,Pasadena,TX,77506,HARRIS COUNTY
37.50,-77.43,13.25,Pulp and Paper,Sonoco Richmond,1850 Commerce Road,Richmond,VA,23218,RICHMOND CITY
40.00,-75.15,13.25,Other,TEMPLE UNIVERSITY HEALTH SCIENCES CAMPUS,1218 W ONTARIO,PHILADELPHIA,PA,19140,PHILADELPHIA COUNTY
35.61,-89.24,13.25,Chemicals,Teknor Apex Tennessee Company,751 North Dupree,Brownsville,TN,38012,HAYWOOD COUNTY
40.22,-74.77,13.25,Power Plants,"Vicinity Energy Trenton, L.P.",320 S. Warren Street,Trenton,NJ,8608,MERCER COUNTY
41.00,-75.15,13.25,Pulp and Paper,WESTROCK CONVERTING COMPANY - STROUDSBURG MILL,242 PAPER MILL ROAD,DELAWARE WATER GAP,PA,18327,MONROE COUNTY
27.89,-97.28,13.25,Metals,voestalpine Texas LLC,2800 Kay Bailey Hutchison Road,Portland,TX,78374,SAN PATRICIO COUNTY
41.15,-83.43,13,Other,ADM Fostoria,608 FINDLAY ROAD,Fostoria,OH,44830,HANCOCK COUNTY
33.17,-86.28,13,Power Plants,AMEA Sylacauga Plant,125 THOMPSON LANE,SYLACAUGA,AL,35150,Talladega
36.04,-115.00,13,Chemicals,Borman Specialty Materials,560 WEST LAKE MEAD PARKWAY,HENDERSON,NV,89015,CLARK COUNTY
35.64,-85.87,13,Other,Bridgestone Warren County,725 Bridgestone Drive,MORRISON,TN,37357,WARREN COUNTY
35.08,-90.14,13,Other,Cargill Corn Milling,2330 BUOY ST,MEMPHIS,TN,38113,Shelby
29.73,-95.09,13,Other,"Clean Harbors Deer Park, LLC.",2027 Independence Parkway S,La Porte,TX,77571,HARRIS COUNTY
33.63,-83.83,13,Other,GENERAL MILLS INC.,15200 INDUSTRIAL PARK BOULEVARD NE,COVINGTON,GA,30014,NEWTON COUNTY
35.34,-80.83,13,Metals,"Gerdau Ameristeel US, Inc - Charlotte Mill",6601 LAKEVIEW ROAD,CHARLOTTE,NC,28269,MECKLENBURG COUNTY
32.36,-81.17,13,Power Plants,McIntosh (6124),981 OLD AUGUSTA ROAD,RINCON,GA,31326,Effingham
39.76,-75.42,13,Other,"Mexichem Specialty Resins, Inc.",76 Porcupine Road,Pedricktown,NJ,8067,SALEM COUNTY
43.01,-84.38,13,Other,Michigan Milk Producers Association,431 West Williams Street,Ovid,MI,48866,CLINTON COUNTY
35.61,-80.82,13,Other,"NGK Ceramics USA, Inc.",119 Mazeppa Road,Mooresville,NC,28115,IREDELL COUNTY
42.34,-71.09,13,Other,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVENUE,BOSTON,MA,2115,SUFFOLK COUNTY
42.98,-78.16,13,Other,"O-AT-KA Milk Products Cooperative, Inc.",4815 Ellicott Street Road,Batavia,NY,14020,GENESEE COUNTY
37.86,-90.52,13,Minerals,"PREMIER GLASS USA, LLC",1000 TAYLOR AVENUE,PARK HILLS,MO,63601,ST. FRANCOIS COUNTY
33.17,-96.13,13,Power Plants,Power Lane Steam Plant,4201 POWERLANE,GREENVILLE,TX,75401,Hunt
41.33,-88.76,13,Other,SABIC Innovative Plastics US LLC,2148 NORTH 2753RD ROAD,OTTAWA,IL,61350,LASALLE COUNTY
44.13,-87.63,13,Metals,Skana Aluminum Company,2009 Mirro Drive,Manitowoc,WI,54220,MANITOWOC COUNTY
36.84,-120.45,13,Other,TomaTek / Neil Jones Food Companies,2502 N Street,Firebaugh,CA,93622,FRESNO COUNTY
37.08,-80.71,13,Other,VOLVO TRUCKS NORTH AMERICA,4881 COUGAR TRAIL ROAD,DUBLIN,VA,24084,PULASKI COUNTY
43.18,-95.86,12.75,Other,AG PROCESSING INC-SHELDON,804 2ND AVE,SHELDON,IA,51201,O'BRIEN COUNTY
38.59,-82.82,12.75,Chemicals,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",1019 HAVERHILL OHIO FURNACE ROAD,HAVERHILL,OH,45636,SCIOTO COUNTY
34.69,-82.84,12.75,Other,CLEMSON UNIVERSITY,"120 UNIVERSITY FAC, KLUGH AVENUE, BOX 345909",CLEMSON,SC,29634,PICKENS COUNTY
36.27,-90.97,12.75,Other,Darling Ingredients Inc.,4114 Highway 67 S,Pocahontas,AR,72455,RANDOLPH COUNTY
40.07,-97.12,12.75,Minerals,Endicott Clay Products Co.,57120 707th Road,Endicott,NE,68350,JEFFERSON COUNTY
35.12,-80.94,12.75,Other,"FRITO-LAY, INCORPORATED",2911 NEVADA BV,CHARLOTTE,NC,28273,MECKLENBURG COUNTY
42.52,-88.98,12.75,Other,FritoLay,2810 kennedy dr,Beloit,WI,53511,ROCK COUNTY
42.57,-83.67,12.75,Other,GENERAL MOTORS CORP - MILFORD PROVING GROUND,3300 GENERAL MOTORS RD. MC 483-340-141,MILFORD,MI,48380,OAKLAND COUNTY
29.92,-90.14,12.75,Minerals,Gold Bond - WWG Plant,10 Louisiana St.,Westwego,LA,70094,JEFFERSON PARISH
37.16,-76.69,12.75,Power Plants,Gravel Neck Combustion Turbine,5208 HOG ISLAND ROAD,SURRY,VA,23883,Surry
37.06,-80.73,12.75,Minerals,"James Hardie Building Products, Inc.",1000 James Hardie Way,Pulaski,VA,24301,PULASKI COUNTY
41.60,-87.48,12.75,Metals,Jupiter Aluminum Corp,1745 165th Street,HAMMOND,IN,46320,LAKE COUNTY
29.38,-94.90,12.75,Chemicals,LINDE TEXAS CITY,703 6TH STREET SOUTH,TEXAS CITY,TX,77590,GALVESTON COUNTY
41.86,-87.84,12.75,Other,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S FIRST AVE,MAYWOOD,IL,60153,COOK COUNTY
43.16,-78.75,12.75,Power Plants,Lockport,5087 JUNCTION ROAD,LOCKPORT,NY,14094,Niagara
39.33,-82.11,12.75,Other,OHIO UNIVERSITY LAUSCHE HEATING PLANT (0605010016),FACTORY STREET,ATHENS,OH,45701,ATHENS COUNTY
38.70,-93.26,12.75,Minerals,PITTSBURGH CORNING CORPORATION,2700 W. 16TH ST.,SEDALIA,MO,65301,PETTIS COUNTY
41.37,-91.11,12.75,Minerals,"Potters Industries, Inc. - Muscatine, IA",4907 55th Ave W Progress Park,Muscatine,IA,52761,MUSCATINE COUNTY
39.31,-84.31,12.75,Other,Procter & Gamble Mason Business Center,8700 Mason Montgomery Road,Mason,OH,45040,WARREN COUNTY
34.99,-78.31,12.75,Other,Smithfield Fresh Meats Corp. Clinton,424 East Railroad Street,Clinton,NC,28328,SAMPSON COUNTY
34.26,-92.08,12.75,Other,TYSON POULTRY INC PINE BLUFF JEFFERSON PARKWAY PLANT,5505 JEFFERSON PARKWAY,PINE BLUFF,AR,71602,JEFFERSON COUNTY
43.65,-96.22,12.5,"Chemicals,Waste",AGRI ENERGY LLC,502 SOUTH WALNUT AVENUE,LUVERNE,MN,56156,ROCK COUNTY
39.31,-91.54,12.5,Power Plants,Audrain Power Plant,40897 HIGHWAY P,VANDALIA,MO,63382,Audrain
37.17,-85.92,12.5,Other,DART CONTAINER CORPORATION OF KENTUCKY,975 DIXIE STREET,HORSE CAVE,KY,42749,HART COUNTY
41.28,-84.31,12.5,Metals,Defiance Casting Operations (0320010001),26427 STATE ROUTE 281 EAST,DEFIANCE,OH,43512,DEFIANCE COUNTY
37.92,-122.37,12.5,Minerals,Gold Bond - RIC Plant,1040 Canal Boulevard,Richmond,CA,94804,CONTRA COSTA COUNTY
32.11,-81.15,12.5,Minerals,Gold Bond - SAV Plant,2 Brampton Road,Garden City,GA,31408,CHATHAM COUNTY
40.10,-104.80,12.5,Metals,Golden Aluminum Inc.,1405 14th St,Fort Lupton,CO,80621,WELD COUNTY
35.68,-80.51,12.5,Metals,Granges Americas Inc.- SRM,1709 Jake Alexander BLVD,Salisbury,NC,28145,ROWAN COUNTY
38.60,-82.83,12.5,Metals,"HAVERHILL COKE COMPANY, LLC",2446 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,SCIOTO COUNTY
38.24,-85.78,12.5,Other,Heaven Hill Distilleries - Bernheim Distillery,1701 W. Breckinridge Street,Louisville,KY,40210,JEFFERSON COUNTY
37.93,-85.65,12.5,Other,JIM BEAM BRANDS COMPANY,526 HAPPY HOLLOW ROAD,CLERMONT,KY,40110,BULLITT COUNTY
42.28,-85.49,12.5,Power Plants,Kalamazoo River Generating Station,6900 EAST MICHIGAN AVE,COMSTOCK,MI,49041,Kalamazoo
28.17,-82.14,12.5,Chemicals,"Mosaic Fertilizer LLC, Plant City Facility",660 East County Line Road,PLANT CITY,FL,33565,HILLSBOROUGH COUNTY
41.79,-87.85,12.5,Other,PROGRESS RAIL LOCOMOTIVE INC,9301 WEST 55TH STREET,MCCOOK,IL,60525,COOK COUNTY
39.15,-94.64,12.5,Power Plants,Quindaro,3601 NORTH 12TH STREET,KANSAS CITY,KS,66104,Wyandotte
43.69,-70.35,12.5,Pulp and Paper,S D WARREN CO,89 CUMBERLAND STREET,WESTBROOK,ME,4092,CUMBERLAND COUNTY
41.96,-83.35,12.5,Other,SPARTAN STEEL COATING,3300 WOLVERINE DRIVE,MONROE,MI,48162,MONROE COUNTY
38.87,-90.12,12.5,Metals,Wieland Rolled Products North America,305 LEWIS & CLARK BLVD.,EAST ALTON,IL,62024,MADISON COUNTY
33.89,-118.16,12.25,Other,CARLTON FORGE WORKS,7743 E. ADAMS ST.,PARAMOUNT,CA,90723,LOS ANGELES COUNTY
37.33,-121.88,12.25,Other,"CSU, San Jose State University",1 Washington Square,San Jose,CA,95192,SANTA CLARA COUNTY
38.23,-85.78,12.25,Chemicals,"Clariant Corporation, Louisville Site, West Plant",1227 S. 12th Street,Louisville,KY,40210,JEFFERSON COUNTY
30.48,-97.40,12.25,Other,Coupland Pump Station,200 County Road 454,Taylor,TX,76574,WILLIAMSON COUNTY
41.49,-82.06,12.25,Other,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,AVON LAKE,OH,44012,LORAIN COUNTY
42.30,-83.23,12.25,Other,FORD MOTOR COMPANY - FORD RESEARCH AND ENGINEERING CENTER,2450 Carroll Shelby Way,Dearborn,MI,48124,WAYNE COUNTY
37.63,-120.92,12.25,Other,Frito Lay Modesto,600 Garner Rd,Modesto,CA,95357,STANISLAUS COUNTY
30.47,-91.18,12.25,"Chemicals,Industrial Gas Suppliers",HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,2966 LUPINE AVENUE,BATON ROUGE,LA,70805,EAST BATON ROUGE PARISH
41.66,-87.47,12.25,Power Plants,"Ironside Energy, LLC",3001 Dickey Road,East Chicago,IN,46312,LAKE COUNTY
38.66,-90.19,12.25,Chemicals,MALLINCKRODT,3600 NORTH SECOND STREET,ST. LOUIS,MO,63147,ST. LOUIS CITY
37.25,-93.17,12.25,Power Plants,McCartney Generating Station,5701 E FARM ROAD 112,STRAFFORD,MO,65757,Greene
42.31,-87.83,12.25,Other,Naval Station - Great Lakes,"310 Seabee Way, Bldg. 1H",Great Lakes,IL,60088,LAKE COUNTY
33.54,-84.61,12.25,Minerals,"OWENS CORNING INSULATING SYSTEMS, LLC - FAIRBURN",7000 MCLARIN ROAD,FAIRBURN,GA,30213,FULTON COUNTY
41.46,-74.36,12.25,Metals,REVERE SMELTING & REFINING CORP,65 BALLARD ROAD,MIDDLETOWN,NY,10941,ORANGE COUNTY
44.54,-88.08,12.25,Other,SANIMAX USA LLC,2099 BADGERLAND DRIVE,GREEN BAY,WI,54303,BROWN COUNTY
40.82,-96.70,12.25,Other,University of Nebraska Lincoln (City Campus),905 N 14th,Lincoln,NE,68588,LANCASTER COUNTY
41.62,-87.46,12.25,Chemicals,W.R. Grace,5215 Kennedy Ave.,East Chicago,IN,46312,LAKE COUNTY
40.69,-80.28,12,Minerals,ANCHOR ACQUISITION LLC MONACA PLT,400 9TH STREET,MONACA,PA,15061,BEAVER COUNTY
30.41,-87.25,12,Other,ARMSTRONG WORLD INDUSTRIES INC.,300 SOUTH MYRICK ST,PENSACOLA,FL,32505,ESCAMBIA COUNTY
43.37,-112.13,12,Other,BASIC AMERICAN FOODS,434 SOUTH EMERSON AVENUE,SHELLEY,ID,83274,BINGHAM COUNTY
39.75,-104.99,12,Other,"Crusoe Energy Systems, Inc. - Eagle 4-9","1641 California Street, Suite 400",Denver,CO,80202,DENVER COUNTY
30.21,-97.30,12,Other,Darling Ingredients Inc.,264 Farm Route 2336,Bastrop,TX,78602,BASTROP COUNTY
44.34,-89.89,12,Chemicals,ERCO Worldwide (USA) Inc,101 State Highway 73 South,Nekoosa,WI,54457,WOOD COUNTY
32.82,-96.92,12,Other,Frito Lay Inc,701 N Wildwood,Irving,TX,75061,DALLAS COUNTY
42.97,-73.75,12,Other,GLOBALFOUNDRIES U.S. Inc. Fab 8,400 Stone Break Road Extension,Malta,NY,12020,SARATOGA COUNTY
42.37,-87.82,12,Minerals,Gold Bond - WAK Plant,515 Sea Horse Drive,Waukegan,IL,60085,LAKE COUNTY
40.51,-88.99,12,Other,ILLINOIS STATE UNIVERSITY,100 S. UNIVERSITY ST.,NORMAL,IL,61790,MCLEAN COUNTY
42.09,-78.46,12,Power Plants,Indeck-Olean Energy Center,140 MOORE AVE,OLEAN,NY,14760,Cattaraugus
32.70,-83.55,12,Other,KaMin LLC-Macon,822 HUBER ROAD,MACON,GA,31217,TWIGGS COUNTY
39.01,-102.41,12,Chemicals,LADDER CREEK HELIUM PLANT,41707 COUNTY ROAD P,CHEYENNE WELLS,CO,80810,CHEYENNE COUNTY
40.75,-73.71,12,Other,Long Island Jewish Medical Center,270-05 76 Avenue,New Hyde Park,NY,11040,QUEENS COUNTY
35.23,-119.63,12,Power Plants,MIDWAY-SUNSET COGENERATION CO.,3466 CROCKER SPRGS RD,FELLOWS,CA,93224,KERN COUNTY
35.60,-88.94,12,Metals,"MOST, INC",355 James Lawrence Road,Jackson,TN,38305,MADISON COUNTY
44.66,-90.16,12,Other,Masonite Corporation,1401 East 4th St.,MARSHFIELD,WI,54449,WOOD COUNTY
27.86,-82.34,12,Chemicals,Mosaic Riverview Facility,8813 US Highway 41 South,Riverview,FL,33578,HILLSBOROUGH COUNTY
41.90,-87.62,12,Other,NORTHWESTERN UNIVERSITY CHICAGO CAMPUS,410 E HURON,CHICAGO,IL,60611,COOK COUNTY
41.31,-84.85,12,Other,Nucor Fastener Indiana,6730 County Road 60,St. Joe,IN,46785,DEKALB COUNTY
36.12,-97.09,12,Other,OKLAHOMA STATE UNIVERSITY,"University Health Services, Suite 002",STILLWATER,OK,74078,PAYNE COUNTY
33.57,-101.84,12,Other,PYCO INDUSTRIES AVENUE A FACILITY,2901 AVENUE A,LUBBOCK,TX,79404,LUBBOCK COUNTY
36.14,-81.16,12,Other,"TYSON FARMS, INC.",704 FACTORY STREET,WILKESBORO,NC,28697,WILKES COUNTY
31.88,-110.24,11.75,Chemicals,APACHE NITROGEN PRODUCTS - PLANT,1436 SOUTH APACHE POWDER ROAD,St. David,AZ,85630,COCHISE COUNTY
39.25,-80.29,11.75,Other,Amsted Graphite Materials LLC,2698 PHILIPPI PIKE,ANMOORE,WV,26323,HARRISON COUNTY
35.45,-119.09,11.75,Power Plants,BEAR MOUNTAIN LIMITED,34759 LENCIONI AVE,BAKERSFIELD,CA,93308,KERN COUNTY
