Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
44.83,-91.51,11.75,Pulp and Paper,Cascades Tissue Group Wisconsin Inc,1200 Forest Street,Eau Claire,WI,54703,EAU CLAIRE COUNTY
33.91,-118.22,11.75,Petroleum and Natural Gas Systems,DEMENNO KERDOON,2000 N. ALAMEDA ST.,COMPTON,CA,90222,LOS ANGELES COUNTY
29.75,-95.12,11.75,Petroleum and Natural Gas Systems,EPOLP Houston Ship Channel Marine Loading Facility (EHT),15602 Jacintoport Blvd,Houston,TX,77015,HARRIS COUNTY
31.92,-103.09,11.75,Other,Hi-Crush Inc. - Kermit Plant North,17154 North FM 874,Kermit,TX,79745,
40.13,-111.64,11.75,Other,"Hydro Extrusion USA, LLC",1550 North Kirby Lane,Spanish Fork,UT,84660,UTAH COUNTY
39.13,-94.57,11.75,Other,Ingredion Inc.,1001 BEDFORD AVENUE,KANSAS CITY,MO,64116,CLAY COUNTY
40.18,-80.27,11.75,Metals,"JESSOP STEEL, LLC WASHINGTON FACILITY",500 GREEN STREET,WASHINGTON,PA,15301,WASHINGTON COUNTY
42.98,-85.90,11.75,Other,LEPRINO FOODS Allendale,4700 RICH ST.,ALLENDALE,MI,49401,OTTAWA COUNTY
41.19,-80.78,11.75,Metals,RMI Titanium Company LLC,1000 Warren Ave,Niles,OH,44446,TRUMBULL COUNTY
43.08,-87.88,11.75,Power Plants,UW Milwaukee,3359 N. Downer Ave.,Milwaukee,WI,53211,MILWAUKEE COUNTY
31.10,-97.37,11.75,Other,WILSONART LLC-TEMPLE NORTH,10501 NORTH WEST H.K. DODGEN LOOP,TEMPLE,TX,76504,BELL COUNTY
41.57,-84.06,11.75,Metals,Worthington Industries,6303 County Road 10,Delta,OH,43515,FULTON COUNTY
30.33,-97.29,11.5,Minerals,ACME BRICK CO ELGIN PLANT,1776 OLD MCDADE RD,ELGIN,TX,78621,BASTROP COUNTY
43.10,-94.65,11.5,Other,AG PROCESSING INC,4739 380TH ST,EMMETSBURG,IA,50536,PALO ALTO COUNTY
32.90,-111.78,11.5,Other,Abbott Laboratories,1250 West Maricopa Highway,Casa Grande,AZ,85193,PINAL COUNTY
46.76,-88.46,11.5,Minerals,CERTAINTEED CEILINGS CORP,200 SOUTH MAIN STREET,L ANSE,MI,49946,BARAGA COUNTY
37.11,-120.28,11.5,Power Plants,CHOWCHILLA II,16457 AVENUE 24 1/2,CHOWCHILLA,CA,93610,MADERA COUNTY
39.72,-80.83,11.5,Chemicals,COVESTRO,17595 Energy Road,Proctor,WV,26055,WETZEL COUNTY
30.03,-89.91,11.5,Other,FOLGER COFFEE CO - GENTILLY PLANT,14601 OLD GENTILLY RD,NEW ORLEANS,LA,70129,ORLEANS PARISH
41.59,-91.04,11.5,Metals,GERDAU AMERISTEEL US INC,1500 WEST 3RD STREET,WILTON,IA,52778,MUSCATINE COUNTY
38.77,-82.20,11.5,Chemicals,ICL-IP America Inc.,11636 Huntington Road,Gallipolis Ferry,WV,25515,MASON COUNTY
44.89,-93.23,11.5,Other,METROPOLITAN AIRPORTS COMMISSION,6040 28TH AVENUE SOUTH,MINNEAPOLIS,MN,55450,HENNEPIN COUNTY
44.81,-68.75,11.5,Other,Northern Light - Eastern Maine Medical Center,489 State Street,Bangor,ME,4401,PENOBSCOT COUNTY
40.85,-81.77,11.5,Power Plants,ORRVILLE MUNICIPAL POWER PLANT,1100 PERRY STREET,ORRVILLE,OH,44667,WAYNE COUNTY
34.44,-82.66,11.5,Minerals,"Owens Corning Vitrotex, LLC",4837 Highway 81 South,Starr,SC,29684,ANDERSON COUNTY
41.59,-90.57,11.5,Chemicals,PB LEINER USA,7001 N. Brady Street,DAVENPORT,IA,52806,SCOTT COUNTY
39.84,-75.37,11.5,Chemicals,PQ Corp - Chester Plant,1201 W Front Street,Chester,PA,19013,DELAWARE COUNTY
40.77,-87.15,11.5,Other,Solae LLC,413 Cressy Street,Remington,IN,47977,JASPER COUNTY
37.69,-97.22,11.5,Other,Textron Aviation/East Campus,9709 East Central,Wichita,KS,67206,SEDGWICK COUNTY
38.99,-104.86,11.5,Other,US Air Force Academy,8120 Edgerton Drive,USAFA,CO,80840,EL PASO COUNTY
40.20,-85.41,11.25,Other,BALL STATE UNIVERSITY,2000 W UNIVERSITY AVE,MUNCIE,IN,47306,DELAWARE COUNTY
41.12,-80.36,11.25,Other,Dairy Farmers of America,925 State Route 18,New Wilmington,PA,16142,LAWRENCE COUNTY
39.37,-85.54,11.25,Other,"Honda Development & Manufacturing of America, LLC - Indiana Auto Plant",2755 North Michigan Avenue,Greensburg,IN,47240,DECATUR COUNTY
29.78,-81.31,11.25,Metals,Hydro Extrusion USA LLC,200 Riviera Blvd,St. Augustine,FL,32086,ST. JOHNS COUNTY
35.10,-89.99,11.25,Other,"KELLOGG USA,INC.",2168 FRISCO AVENUE,MEMPHIS,TN,38114,SHELBY COUNTY
44.12,-103.26,11.25,Power Plants,Lange,2900 LANGE ROAD,RAPID CITY,SD,57702,Pennington
45.67,-94.80,11.25,Other,"Melrose Dairy Proteins, LLC",1000 Kraft Drive SE,Melrose,MN,56352,STEARNS COUNTY
41.89,-87.62,11.25,Other,Northwestern Memorial Hospital,251 E Huron Street,Chicago,IL,60611,COOK COUNTY
38.63,-78.78,11.25,Other,PILGRIM'S PRIDE CORPORATION PROCESSING AND RENDERING FACILITY,330 COOP DRIVE,TIMBERVILLE,VA,22853,ROCKINGHAM COUNTY
31.79,-99.09,11.25,Minerals,"Potters Industries, Inc. - Brownwood, TX",5650 HWY 279 N,BROWNWOOD,TX,76801,BROWN COUNTY
37.46,-122.18,11.25,Power Plants,SRI International Cogeneration Project,"333 Ravenswood Avenue, Bldg U",Menlo Park,CA,94025,SAN MATEO COUNTY
34.32,-77.99,11.25,Other,Stepan,4600 HIGHWAY 421 NORTH,WILMINGTON,NC,28401,NEW HANOVER COUNTY
40.47,-90.68,11.25,Other,WESTERN ILLINOIS UNIVERSITY,1 UNIVERSITY CIR,MACOMB,IL,61455,MCDONOUGH COUNTY
32.44,-94.69,11.25,Other,Westlake Longview Corp.,2290 Callahan Road,Longview,TX,75602,HARRISON COUNTY
40.84,-84.34,11,Other,Bunge North America (East) LLC,234 S Jefferson Street,Delphos,OH,45833,VAN WERT COUNTY
40.78,-81.43,11,Other,Canton Drop Forge,4575 Southway Street S.W.,Canton,OH,44706,STARK COUNTY
39.14,-85.96,11,Metals,ENKEI AMERICA INC,2900 W INWOOD DR,COLUMBUS,IN,47201,BARTHOLOMEW COUNTY
39.07,-96.78,11,Other,"FORT RILEY, ARMY",407 PERSHING CT.,FORT RILEY,KS,66442,GEARY COUNTY
35.81,-90.56,11,Other,Frito Lay Inc.,2810 Quality Way,Jonesboro,AR,72401,CRAIGHEAD COUNTY
39.49,-75.03,11,Power Plants,Howard M Down,211 N WEST AVE,VINELAND,NJ,8360,Cumberland
32.46,-91.51,11,Other,"Hydro Extrusion Delhi, LLC",142 Sapa Drive,Delhi,LA,71232,RICHLAND PARISH
31.67,-99.00,11,Minerals,Kohler Co. - Brownwood - Main Plant,4601 Highway 377 South,Brownwood,TX,76801,BROWN COUNTY
40.55,-84.37,11,Other,"Kosei St. Marys, Corp.",1100 MCKINLEY RD.,SAINT MARYS,OH,45885,AUGLAIZE COUNTY
39.97,-83.14,11,Other,"Mars Petcare US, Inc.",5115 Fisher Road,Columbus,OH,43228,FRANKLIN COUNTY
41.49,-83.22,11,Metals,"Materion Brush, Inc.",14710 W. Portage River S. Rd.,Elmore,OH,43416,OTTAWA COUNTY
42.81,-86.00,11,Other,Mead Johnson Nutrition,725 East Main,Zeeland,MI,49464,OTTAWA COUNTY
35.61,-97.50,11,Other,Nestle Purina PetCare,13900 N LINCOLN BLVD,EDMOND,OK,73013,OKLAHOMA COUNTY
39.77,-75.42,11,Power Plants,Pedricktown Cogeneration Plant,143 HIGHWAY 130,PEDRICKTOWN,NJ,8067,Salem
42.73,-96.25,11,Other,Plymouth Energy LLC,22234 K42,Merrill,IA,51038,PLYMOUTH COUNTY
43.15,-77.60,11,Power Plants,ROCHESTER DISTRICT HEATING COOPERATIVE,15 - 17 LAWN STREET,ROCHESTER,NY,14607,MONROE COUNTY
31.79,-85.98,11,Metals,SANDERS LEAD COMPANY INCORPORATED,100 SANDERS ROAD,TROY,AL,36079,PIKE COUNTY
43.30,-73.64,11,Pulp and Paper,SCA Tissue,One River St.,South Glens Falls,NY,12803,SARATOGA COUNTY
41.59,-93.57,11,Other,TITAN TIRE CORP,2345 EAST MARKET STREET,DES MOINES,IA,50317,POLK COUNTY
38.84,-86.85,11,Other,US NAVY NSWC CRANE DIV,300 HWY 361,CRANE,IN,47522,MARTIN COUNTY
35.74,-84.33,11,Other,VISKASE CORPORATION,106 BLAIR BEND DRIVE,LOUDON,TN,37774,LOUDON COUNTY
36.15,-96.00,11,Power Plants,"Vicinity Energy Tulsa, Inc.",202 S. Frisco,Tulsa,OK,74103,TULSA COUNTY
28.79,-97.01,11,Power Plants,Victoria City,1301 Willow,Victoria,TX,77901,VICTORIA COUNTY
32.17,-96.02,10.75,Minerals,Acme Brick - Texas Clay Plants,402 E Bartlett,Malakoff,TX,75148,HENDERSON COUNTY
35.09,-119.41,10.75,Petroleum and Natural Gas Systems,Aera Energy Metson,29235 Highway 33,Maricopa,CA,93252,KERN COUNTY
39.86,-75.32,10.75,Other,BOEING HELICOPTER DIV,,RIDLEY PARK,PA,19078,DELAWARE COUNTY
41.84,-79.27,10.75,Metals,ELLWOOD NATL FORGE,ONE FRONT ST,IRVINE,PA,16329,WARREN COUNTY
43.16,-95.26,10.75,Power Plants,Earl F Wisdom,3365 165 AVE,SPENCER,IA,51301,Clay
36.38,-86.42,10.75,Metals,HOEGANAES CORPORATION,1315 AIRPORT ROAD,GALLATIN,TN,37066,SUMNER COUNTY
29.61,-95.03,10.75,Other,LBC Houston LP,11666 Port Road,Seabrook,TX,77586,HARRIS COUNTY
41.59,-81.52,10.75,Other,LINCOLN ELECTRIC CO *,22801 SAINT CLAIR AVENUE,CLEVELAND,OH,44117,CUYAHOGA COUNTY
39.47,-84.75,10.75,Other,MIAMI UNIVERSITY (1409090081),101 South Fisher Drive,OXFORD,OH,45056,BUTLER COUNTY
35.48,-101.05,10.75,Chemicals,PAMPA PLANT,5 M SW OF PAMPA ON HWY 60,PAMPA,TX,79066,GRAY COUNTY
38.21,-85.85,10.75,Power Plants,Paddys Run,4512 Bells Lane,Louisville,KY,40211,JEFFERSON COUNTY
39.71,-75.12,10.75,Other,ROWAN UNIV,201 MULLICA HILL ROAD,GLASSBORO,NJ,8028,GLOUCESTER COUNTY
47.35,-92.57,10.75,Metals,UNITED TACONITE LLC - FAIRLANE PLANT,8470 Townline Road,FORBES,MN,55738,ST. LOUIS COUNTY
30.51,-91.19,10.75,Chemicals,UOP LLC,1200 Airline Hwy Airline Hwy,Baton Rouge,LA,70805,EAST BATON ROUGE PARISH
40.16,-74.75,10.75,Metals,US Steel - Fairless Hills Plant,,Fairless Hills,PA,19030,BUCKS COUNTY
30.41,-82.79,10.75,Chemicals,"White Springs Agricultural Chemical, Inc.",15843 SE 78th Street,White Springs,FL,32096,HAMILTON COUNTY
41.92,-95.07,10.5,Other,AG PROCESSING INC A COOP-MANNING,1000 300TH STREET,MANNING,IA,51455,CARROLL COUNTY
37.24,-89.60,10.5,Other,BIOKYOWA,5469 NASH ROAD,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU COUNTY
33.38,-84.82,10.5,Metals,"Bonnell Aluminum, Inc.",25 Bonnell St,Newnan,GA,30263,COWETA COUNTY
32.90,-79.97,10.5,Chemicals,INGEVITY SC LLC CHARLESTON CHEMICAL PLANT,5598 VIRGINIA AVE,NORTH CHARLESTON,SC,29406,CHARLESTON COUNTY
37.42,-122.04,10.5,Other,LOCKHEED MARTIN MISSILES & SPACE,1111 LOCKHEED MARTIN WAY,SUNNYVALE,CA,94089,SANTA CLARA COUNTY
40.54,-97.58,10.5,Chemicals,"NE Nitro Geneva, LLC",2240 R street,Geneva,NE,68361,FILLMORE COUNTY
32.89,-117.20,10.5,Other,QUALCOMM INC - MOREHOUSE DR,5555 MOREHOUSE DR,SAN DIEGO,CA,92121,SAN DIEGO COUNTY
39.56,-78.84,10.25,Other,ALLEGANY BALLISTICS LABORATORY,210 STATE ROUTE 956,KEYSER,WV,26726,MINERAL COUNTY
41.99,-71.51,10.25,Other,BROWN UNIVERSITY MAIN CAMPUS,164 ANGELL STREET,PROVIDENCE,RI,2912,PROVIDENCE COUNTY
41.43,-87.62,10.25,Power Plants,Crete Energy Park,25400 HARTMAN DRIVE,CRETE,IL,60417,Will
36.87,-89.84,10.25,Power Plants,Essex Power Plant,24201 STATE HWY E,ESSEX,MO,63825,Stoddard
43.84,-85.42,10.25,Power Plants,Hersey Power Plant,1529 South 170th Avenue,Hersey,MI,49639,OSCEOLA COUNTY
31.86,-103.09,10.25,Other,Hi-Crush Permian Sands LLC Kermit Plant,9948 East Texas Highway 115,Kermit,TX,79745,
42.96,-74.38,10.25,Metals,KEYMARK CORP PLANT,1188 CAYADUTA ST,FONDA,NY,12068,MONTGOMERY COUNTY
33.18,-92.94,10.25,Chemicals,LANXESS Corporation - West Plant,5821 SHULER ROAD,EL Dorado,AR,71730,UNION COUNTY
42.36,-71.03,10.25,Other,MASSPORT LOGAN AIRPORT,ONE HARBORSIDE DRIVE,EAST BOSTON,MA,2128,SUFFOLK COUNTY
36.60,-87.27,10.25,Minerals,"MW/MB, LLC",1900 Corporate Parkway Boulevard,Clarksville,TN,37040,MONTGOMERY COUNTY
44.07,-70.26,10.25,Other,Pioneer Plastics Corporation,1 Pionite Road,Auburn,ME,4210,ANDROSCOGGIN COUNTY
40.71,-84.11,10.25,Metals,Superior Forge & Steel Corporation,1820 McClain Rd.,Lima,OH,45804,ALLEN COUNTY
42.27,-88.31,10.25,Other,TC INDUSTRIES INC,3703 SOUTH ROUTE 31,CRYSTAL LAKE,IL,60012,MCHENRY COUNTY
32.77,-97.45,10.25,Other,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,1 LOCKHEED BLVD,FORT WORTH,TX,76108,TARRANT COUNTY
41.61,-76.30,10.25,Power Plants,Wolf Run Energy LLC,1271 Fisk Road,Wyalusing,PA,18853,BRADFORD COUNTY
29.73,-91.48,10,Chemicals,CABOT CORP - CANAL PLANT,272 CABOT LANE HIGHWAY 317,FRANKLIN,LA,70538,ST. MARY PARISH
39.73,-86.20,10,Other,"CWA Authority, Inc. Belmont Advanced Wastewater Treatment Plant",2700 South Belmont Avenue,Indianapolis,IN,46221,MARION COUNTY
44.55,-123.26,10,Minerals,Hollingsworth & Vose Fiber Company,1551 SE Crystal Lake Dr.,Corvallis,OR,97333,BENTON COUNTY
40.51,-81.47,10,Chemicals,"KRATON CHEMICAL, LLC",875 HARGER STREET,DOVER,OH,44622,TUSCARAWAS COUNTY
32.92,-85.12,10,"Import and Export of Equipment Containing Fluorintaed GHGs,Other","Kia Georgia, Inc.",7777 Kia Parkway,West Point,GA,31833,
36.07,-95.92,10,Other,Saint Francis Hospital,6161 S. Yale,Tulsa,OK,74136,TULSA COUNTY
47.41,-93.06,10,Metals,US Steel - Keetac,1 MINE ROAD,KEEWATIN,MN,55753,ST. LOUIS COUNTY
41.76,-87.72,10,Chemicals,W. R. Grace & Co.,4099 W. 71st. Street,Chicago,IL,60629,COOK COUNTY
40.14,-79.90,10,Minerals,World Kitchen - Charleroi Plant,100 8th Street,Charleroi,PA,15022,WASHINGTON COUNTY
42.82,-71.49,9.75,"Other,Suppliers of CO2",ANHEUSER-BUSCH LLC,221 DANIEL WEBSTER HIGHWAY,MERRIMACK,NH,3054,HILLSBOROUGH COUNTY
33.18,-97.13,9.75,Minerals,Acme Brick - Denton Plant,220 East Daniels St,Denton,TX,76205,DENTON COUNTY
34.77,-119.04,9.75,Other,Arcosa Lightweight - Frazier Park,17410 E Lockwood Valley Rd,Frazier Park,CA,93225,VENTURA COUNTY
38.21,-85.79,9.75,Other,BROWN-FORMAN DISTILLERY (FORMERLY EARLY TIMES DISTILLERS CO),2921 DIXIE HIGHWAY,LOUISVILLE,KY,40216,JEFFERSON COUNTY
35.85,-90.73,9.75,Power Plants,City Water & Light - City of Jonesboro,1400 HANLEY DRIVE,JONESBORO,AR,72403,Craighead
43.00,-82.42,9.75,Pulp and Paper,DUNN PAPER INC.,218 RIVERVIEW STREET,PORT HURON,MI,48060,ST. CLAIR COUNTY
39.86,-75.32,9.75,Power Plants,Eddystone Generating Station,#1 INDUSTRIAL HWY,EDDYSTONE,PA,19022,Delaware
30.44,-84.30,9.75,Other,Florida State University,"990 Learning Way, Building 30",Tallahassee,FL,32306,LEON COUNTY
29.99,-95.35,9.75,Other,George Bush Intercontinental Airport,2800 North Terminal Road,Houston,TX,77032,HARRIS COUNTY
33.56,-92.79,9.75,Power Plants,McClellan,1625 Bradley Ferry Road,CAMDEN,AR,71701,Ouachita
41.60,-75.87,9.75,Power Plants,Oxbow Creek Energy LLC,216 Henry Holod Road,Factoryville,PA,18419,WYOMING COUNTY
40.33,-75.95,9.75,Other,Reading Hospital,Sixth Avenue and Spruce Street,West Reading,PA,19611,BERKS COUNTY
33.63,-85.95,9.75,Other,U.S. ARMY ANNISTON ARMY DEPOT,7 FRANKFORD AVENUE,ANNISTON,AL,36201,CALHOUN COUNTY
34.26,-84.78,9.5,Other,"ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY",100 BUSCH DR.,CARTERSVILLE,GA,30120,BARTOW COUNTY
41.96,-92.58,9.5,Pulp and Paper,Caraustar Industries dba Tama Paperboard,117 Siegel Street,Tama,IA,52339,TAMA COUNTY
29.05,-89.31,9.5,Petroleum and Natural Gas Systems,East Bay Central Facility,,New Orleans,LA,70170,PLAQUEMINES PARISH
42.81,-73.95,9.5,Other,GE Power and Water,1 River Road,Schenectady,NY,12345,SCHENECTADY COUNTY
39.15,-94.60,9.5,Other,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,3201 FAIRFAX TRFCWY.,KANSAS CITY,KS,66115,WYANDOTTE COUNTY
29.64,-95.05,9.5,Chemicals,LUBRIZOL BAYPORT PLANT,12801 BAY AREA BOULEVARD,PASADENA,TX,77507,HARRIS COUNTY
34.83,-87.67,9.5,Minerals,MONARCH CERAMIC TILE INC,834 RICKWOOD ROAD,FLORENCE,AL,35630,LAUDERDALE COUNTY
36.05,-87.34,9.5,Metals,NEMAK USA INC,1635 OLD COLUMBIA ROAD,DICKSON,TN,37055,DICKSON COUNTY
40.66,-73.95,9.5,Other,NYC-HH - Kings County Hospital Center,451 Clarkson Avenue,Brooklyn,NY,11203,KINGS COUNTY
43.71,-87.75,9.5,Metals,Nemak USA Inc. - Gateway,4243 Gateway Drive,SHEBOYGAN,WI,53082,SHEBOYGAN COUNTY
40.72,-73.97,9.5,Power Plants,North 1st,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NY,11211,Kings
38.90,-90.10,9.5,Other,"OLIN WINCHESTER, LLC",600 POWDER MILL ROAD,EAST ALTON,IL,62024,MADISON COUNTY
37.73,-121.12,9.5,Power Plants,Ripon Generation Station,1015 S STOCKTON BLVD,RIPON,CA,95366,Stanislaus
38.90,-77.05,9.5,Other,THE GEORGE WASHINGTON UNIVERSITY,2025 F ST NW,WASHINGTON,DC,20052,DISTRICT OF COLUMBIA
41.42,-96.49,9.5,Other,WholeStone Farms Cooperative,900 South Platte Avenue,Fremont,NE,68025,DODGE COUNTY
29.68,-91.46,9.25,Chemicals,COLUMBIAN CHEMICALS CO - NORTH BEND PLANT,370 COLUMBIAN CHEMICALS LN,CENTERVILLE,LA,70522,ST. MARY PARISH
30.17,-91.99,9.25,Power Plants,Hargis-Hebert Electric Generating Statio,300 BEAU PRE ROAD,LAFAYETTE,LA,70508,Lafayette
35.23,-106.66,9.25,Other,INTEL CORPORATION - RIO RANCHO FACILITY,4100 SARA ROAD,RIO RANCHO,NM,87124,SANDOVAL COUNTY
42.65,-78.08,9.25,Power Plants,Indeck-Silver Springs Energy Center,1 INDECK DRIVE,SILVER SPRINGS,NY,14550,Wyoming
42.32,-85.15,9.25,Other,KELLOGG COMPANY,425  PORTER STREET,BATTLE CREEK,MI,49014,CALHOUN COUNTY
34.18,-97.17,9.25,Other,MICHELIN NORTH AMERICA ARDMORE PLANT,1101 Michelin RD.,ARDMORE,OK,73401,CARTER COUNTY
35.18,-111.65,9.25,Other,Northern Arizona University,501 E. Pine Knoll Drive,Flagstaff,AZ,86011,COCONINO COUNTY
39.35,-91.23,9.25,Power Plants,Peno Creek Energy Center,16303 PIKE 43,BOWLING GREEN,MO,63334,Pike
39.76,-86.30,9.25,Metals,QUEMETCO INC,7870 WEST MORRIS STREET,INDIANAPOLIS,IN,46231,MARION COUNTY
29.72,-95.39,9.25,Other,RICE UNIVERSITY,6100 MAIN STREET,HOUSTON,TX,77005,HARRIS COUNTY
41.66,-76.05,9.25,Power Plants,Roundtop Energy LLC,960 State Route 267,Meshoppen,PA,18630,SUSQUEHANNA COUNTY
29.13,-89.39,9.25,Petroleum and Natural Gas Systems,West Bay Compressor Station,,Plaquemines Parish,TX,70081,HARRIS COUNTY
37.79,-84.87,9,Pulp and Paper,Essity Operations Wausau LLC,1150 Industry Road,Harrodsburg,KY,40330,MERCER COUNTY
36.75,-121.61,9,Minerals,LHOIST NORTH AMERICA -  NATIVIDAD PLANT,11771 OLD STAGE ROAD,SALINAS,CA,93902,MONTEREY COUNTY
32.35,-108.70,9,Power Plants,Lordsburg Generating Station,2 POWER PLANT ROAD,LORDSBURG,NM,88045,Hidalgo
45.46,-122.61,9,Metals,PCC STRUCTURALS INC,5001 SE Johnson Creek Blvd,Milwaukie,OR,97222,CLACKAMAS COUNTY
42.24,-70.97,9,Power Plants,Potter,150 POTTER ROAD,BRAINTREE,MA,2184,Norfolk
30.38,-81.66,9,Chemicals,Symrise,601 CRESTWOOD STREET,JACKSONVILLE,FL,32208,DUVAL COUNTY
29.39,-98.61,9,Other,U.S. AIR FORCE LACKLAND AFB TX,"1555 GOTT ST. 502 CES/CEIE, BUILDING 5595",LACKLAND AFB,TX,78236,BEXAR COUNTY
34.74,-82.39,8.75,Other,Cytec Engineered Materials Inc.,7139 Augusta Road,Piedmont,SC,29673,GREENVILLE COUNTY
45.00,-84.72,8.75,Power Plants,Gaylord Generating Station,2700 Millbocker Road,Gaylord,MI,49735,OTSEGO COUNTY
36.92,-93.91,8.75,Metals,Hydro Extrusion USA,808 County Rd,Monett,MO,65708,BARRY COUNTY
33.91,-116.55,8.75,Power Plants,Indigo Generation Facility,63500 19TH AVE,NORTH PALM SPRINGS,CA,92258,Riverside
41.89,-76.59,8.75,Power Plants,Milan Energy LLC,56 Gasgen Ln,Milan,PA,18831,BRADFORD COUNTY
27.89,-81.80,8.75,Chemicals,Mosaic Bartow Facility,3200 Highway 60 West,Bartow,FL,33830,POLK COUNTY
39.56,-82.95,8.75,Other,"PPG INDUSTRIES, INC.",559 PITTSBURGH ROAD,CIRCLEVILLE,OH,43113,PICKAWAY COUNTY
29.84,-95.13,8.75,Other,Vallourec Star Sheldon Rd,8603 SHELDON RD.,HOUSTON,TX,77049,HARRIS COUNTY
33.53,-87.46,8.75,Petroleum and Natural Gas Systems,WHITSON COMPRESSOR STATION,,Wiley,AL,35579,TUSCALOOSA COUNTY
28.81,-81.87,8.5,Other,"CUTRALE CITRUS JUICES USA, INC.",11 CLOUD ST.,LEESBURG,FL,34748,LAKE COUNTY
41.67,-71.00,8.5,Power Plants,Dartmouth Power,1 ENERGY RD.,DARTMOUTH,MA,2747,Bristol
42.83,-73.88,8.5,Other,GE GLOBAL RESEARCH CENTER,ONE RESEARCH CIRCLE,NISKAYUNA,NY,12309,SCHENECTADY COUNTY
40.66,-74.01,8.5,Power Plants,Gowanus Generating Station,29TH ST AND 2ND AVE,BROOKLYN,NY,11232,Kings
41.05,-81.53,8.5,Other,"HUNTSMAN ADVANCED MATERIALS AMERICAS, LLC",240 WEST EMERLING AVENUE,AKRON,OH,44301,SUMMIT COUNTY
41.20,-76.07,8.5,Power Plants,Hunlock Unit 4,390 STATE RTE 11,HUNLOCK CREEK,PA,18621,Luzerne
41.24,-78.79,8.5,Minerals,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,1260 Cherry Street,BROCKWAY,PA,15824,JEFFERSON COUNTY
60.50,-151.00,8.5,Power Plants,SOLDOTNA COMBUSTION TURBINE PLANT,41925 Sterling Highway,Soldotna,AK,99669,KENAI PENINSULA BOROUGH
35.38,-119.07,8.25,Petroleum and Natural Gas Systems,Alon Bakersfield Refining,6451 Rosedale Highway,Bakersfield,CA,93308,KERN COUNTY
41.66,-76.81,8.25,Power Plants,Alpaca Energy LLC,220 Romaine Ln.,Canton,PA,17724,BRADFORD COUNTY
40.46,-80.04,8.25,Power Plants,Brunot Island Power Station,2849 WEST CARSON STREET,PITTSBURGH,PA,15204,Allegheny
40.74,-112.98,8.25,Other,"Clean Harbors Aragonite, LLC.",,Aragonite,UT,84029,TOOELE COUNTY
30.30,-94.25,8.25,Power Plants,Hardin County Peaking Facility,7 MI SOUTHEAST OF KOUNTZE,KOUNTZE,TX,77625,Hardin
36.55,-120.11,8.25,Chemicals,J R SIMPLOT COMPANY,12688 S. COLORADO AVE.,HELM,CA,93627,FRESNO COUNTY
40.73,-86.43,8.25,Minerals,LEHIGH CEMENT CO LLC,3084 W CR 225 S,LOGANSPORT,IN,46947,CASS COUNTY
33.19,-93.33,8.25,Petroleum and Natural Gas Systems,"Mission Creek OpCo, LLC - Dorcheat Plant",488 Columbia Co. 204,Magnolia,AR,71753,COLUMBIA COUNTY
45.52,-122.43,8.25,Other,ON Semiconductor,23400 NE Glisan Street,Gresham,OR,97030,MULTNOMAH COUNTY
30.36,-83.11,8.25,Other,Suwannee Mill,17152 46th Trace,Live Oak,FL,32060,SUWANNEE COUNTY
30.22,-91.08,8.25,Other,"TOTALENERGIES PETROCHEMICALS & REFINING USA, INC. - CARVILLE POLYSTYRENE PLANT",6225 HIGHWAY 75,CARVILLE,LA,70721,IBERVILLE PARISH
39.95,-75.19,8.25,Other,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,Philadelphia,PA,19104,PHILADELPHIA COUNTY
33.86,-81.71,8.25,Other,"Valley Proteins, Inc. - Ward",271 Val-Pro Rd.,Ward,SC,29166,SALUDA COUNTY
39.28,-75.62,8.25,Power Plants,Warren F. Sam Beasley Pwr Station,217 ARTISAN DRIVE,SMYRNA,DE,19977,Kent
35.28,-101.73,8,Metals,ASARCO LLC AMARILLO COPPER REFINERY,7001 NORTH HIGHWAY 136,AMARILLO,TX,79108,POTTER COUNTY
41.65,-76.80,8,Power Plants,Beaver Dam Energy LLC,175 Groff Lane,Canton,PA,17724,
35.98,-101.89,8,Chemicals,CONTINENTAL CARBON Sunray Plant,11702 CARBON BLACK ROAD,SUNRAY,TX,79086,MOORE COUNTY
29.83,-93.97,8,Chemicals,"KMTEX, LLC",2450 S. GULFWAY DR.,PORT ARTHUR,TX,77641,JEFFERSON COUNTY
38.79,-104.81,8,Other,Microchip Technology,1150 E. Cheyenne Mountain Boulevard,Colorado Springs,CO,80906,EL PASO COUNTY
38.05,-97.93,8,Other,"Morton Salt, Inc.",1000 Morton Drive,South Hutchinson,KS,67504,RENO COUNTY
39.26,-76.53,8,Power Plants,NORTH CENTRAL AVENUE STEAM PLANT,"201-3 CENTRAL AVENUE, NORTH",BALTIMORE,MD,21202,BALTIMORE CITY
34.10,-117.55,8,Other,Schlosser Forge Company,11711 Arrow Route,Rancho Cucamonga,CA,91730,SAN BERNARDINO COUNTY
